Label,Mail
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
ham,"""Hi hope u r both ok"
ham,"""Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you"
ham,K sure am in my relatives home. Sms me de. Pls:-)
ham,I sent them. Do you like?
ham,"""Fuuuuck I need to stop sleepin"
ham,I'm in town now so i'll jus take mrt down later.
ham,I just cooked a rather nice salmon a la you
ham,I uploaded mine to Facebook
ham,WHAT TIME U WRKIN?
ham,Okie
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
ham,"""Sorry"
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
ham,"""It's wylie"
ham,Ok... Take ur time n enjoy ur dinner...
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
spam,"""Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone"
ham,I like cheap! But i‰Û÷m happy to splash out on the wine if it makes you feel better..
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
ham,Ugh my leg hurts. Musta overdid it on mon.
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
spam,"""YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE"
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
ham,Me fine..absolutly fine
ham,How come she can get it? Should b quite diff to guess rite...
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
ham,I will reach ur home in  &lt;#&gt;  minutes
ham,"""Babe"
ham,Hi.what you think about match?
ham,"""I know you are thinkin malaria. But relax"
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.
ham,It is only yesterday true true.
ham,K.k.how is your business now?
ham,3 pa but not selected.
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,I keep ten rs in my shelf:) buy two egg.
ham,I am late. I will be there at
ham,Well thats nice. Too bad i cant eat it
ham,I accidentally brought em home in the box
ham,Pls she needs to dat slowly or she will vomit more.
ham,I have to take exam with in march 3
ham,"""Jane babes not goin 2 wrk"
ham,5 nights...We nt staying at port step liao...Too ex
ham,If I die I want u to have all my stuffs.
ham,"""\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\"""""""""""
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,I re-met alex nichols from middle school and it turns out he's dealing!
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
ham,It means u could not keep ur words.
ham,"""Nope"
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,Hey what how about your project. Started aha da.
ham,Ok cool. See ya then.
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
ham,Yeah I can still give you a ride
ham,"""Jay wants to work out first"
ham,"""Gud gud..k"
ham,Its a part of checking IQ
ham,Hmm thinking lor...
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
ham,thanks for the temales it was wonderful. Thank. Have a great week.
ham,Thank you princess! I want to see your nice juicy booty...
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,U come n search tat vid..not finishd..
ham,"""K I'm leaving soon"
spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
ham,"""Yeah work is fine"
ham,You do your studies alone without anyones help. If you cant no need to study.
ham,Please tell me not all of my car keys are in your purse
ham,I didnt get anything da
ham,Ok... Sweet dreams...
ham,Well she's in for a big surprise!
ham,"""As usual..iam fine"
ham,1 in cbe. 2 in chennai.
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
ham,I absolutely LOVE South Park! I only recently started watching the office.
ham,Did you see that film:)
ham,Pls speak with me. I wont ask anything other then you friendship.
ham,"""Storming msg: Wen u lift d phne"
ham,Gud ni8.swt drms.take care
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
ham,Anything lar then Ì_ not going home 4 dinner?
ham,\ER
spam,"""If you don't"
ham,Did u fix the teeth?if not do it asap.ok take care.
ham,So u wan 2 come for our dinner tonight a not?
ham,"""Hello.How u doing?What u been up 2?When will u b moving out of the flat"
ham,Its too late:)but its k.wish you the same.
ham,"""Hi. Hope ur day * good! Back from walk"
ham,Oh yeah clearly it's my fault
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
ham,"""Best msg: It's hard to be with a person"
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
ham,"""Helloooo... Wake up..! \Sweet\"""" \""""morning\"""" \""""welcomes\"""" \""""You\"""" \""""Enjoy\"""" \""""This Day\"""" \""""with full of joy\"""".. \""""GUD MRNG\""""."""""""
ham,"""Vikky"
ham,"""And how you will do that"
ham,I have gone into get info bt dont know what to do
ham,"""Yeah"
ham,Sent me ur email id soon
spam,"""URGENT! You have won a 1 week FREE membership in our å£100"
ham,I'm still pretty weak today .. Bad day ?
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
ham,Dear where you. Call me
ham,Xy trying smth now. U eat already? We havent...
spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
ham,I donno its in your genes or something
spam,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
ham,Alex says he's not ok with you not being ok with it
ham,Are u coming to the funeral home
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
ham,I.ll hand her my phone to chat wit u
ham,Well good morning mr . Hows london treatin' ya treacle?
ham,I can't make it tonight
ham,At WHAT TIME should i come tomorrow
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
ham,"""I can. But it will tell quite long"
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
ham,"""\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\"""""""""""
ham,Ill be at yours in about 3 mins but look out for me
ham,What you did in  leave.
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
ham,"""Jolly good! By the way"
ham,"""yeah"
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
ham,My sister going to earn more than me da.
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50
ham,Hahaha..use your brain dear
ham,Jus finish watching tv... U?
ham,"""K"
ham,"""Good morning"
ham,Kothi print out marandratha.
ham,But we havent got da topic yet rite?
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
ham,"""Thanks"
ham,Aah bless! How's your arm?
ham,"""Dear Sir"
ham,"""Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no"
ham,What makes you most happy?
ham,Wishing you a wonderful week.
ham,Sweet heart how are you?
ham,"""Sir"
ham,Dude im no longer a pisces. Im an aquarius now.
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
ham,I think steyn surely get one wicket:)
ham,"""Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved"
ham,"""Garbage bags"
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
ham,My birthday is on feb  &lt;#&gt;  da. .
ham,So when do you wanna gym?
ham,You'd like that wouldn't you? Jerk!
ham,Are u awake? Is there snow there?
ham,And of course you should make a stink!
spam,"""u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows"
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
ham,When you guys planning on coming over?
ham,Wat Ì_ doing now?
ham,"""My Parents"
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
ham,Do I? I thought I put it back in the box
ham,I'm home...
ham,No one interested. May be some business plan.
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
ham,Good morning princess! Have a great day!
ham,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.
ham,"""Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But"
ham,Tell me something. Thats okay.
ham,Ok
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
ham,"""Hey"
ham,Yep get with the program. You're slacking.
ham,I'm in inside office..still filling forms.don know when they leave me.
ham,"""I think your mentor is "
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
ham,Hi mom we might be back later than  &lt;#&gt; 
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
ham,"""Lol"
ham,"""Ok."
ham,"""K I'll head out in a few mins"
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,I cant pick the phone right now. Pls send a message
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
spam,"""Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800"
ham,Somebody set up a website where you can play hold em using eve online spacebucks
ham,Its sunny in california. The weather's just cool
spam,You have 1 new message. Call 0207-083-6089
ham,"""I can make it up there"
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
ham,I'm at work. Please call
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
ham,Ok.ok ok..then..whats ur todays plan
ham,Nt joking seriously i told
ham,Watching ajith film ah?
ham,Ooooooh I forgot to tell u I can get on yoville on my phone
ham,"""All done"
ham,I dont know exactly could you ask chechi.
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
ham,As in i want custom officer discount oh.
ham,That's necessarily respectful
ham,Hi. Hope you had a good day. Have a better night.
ham,And he's apparently bffs with carly quick now
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!Žö´‰Ó_??‹Û¬ud evening...
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx
ham,So gd got free ice cream... I oso wan...
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
ham,So how many days since then?
ham,Dear are you angry i was busy dear
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...
ham,... Are you in the pub?
ham,There is a first time for everything :)
ham,"""Daddy"
ham,I ask if u meeting da ge tmr nite...
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
ham,East coast
ham,You should get more chicken broth if you want ramen unless there's some I don't know about
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
ham,Nope. I just forgot. Will show next week
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
ham,I dont know oh. Hopefully this month.
ham,"""Hi elaine"
ham,Ok k..sry i knw 2 siva..tats y i askd..
ham,"""Sorry"
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
ham,Otherwise had part time job na-tuition..
ham,Oh yeah! And my diet just flew out the window
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
ham,You didnt complete your gist oh.
ham,"""Er yeah"
ham,"""If you can make it any time tonight or whenever you can it's cool"
ham,If I was I wasn't paying attention
ham,Thanx a lot 4 ur help!
ham,You're gonna have to be way more specific than that
ham,Jesus armand really is trying to tell everybody he can find
ham,I'm wif him now buying tix lar...
ham,Mode men or have you left.
ham,Am slow in using biola's fne
ham,"""\What are youdoing later? Sar xxx\"""""""""""
ham,Hey i've booked the 2 lessons on sun liao...
ham,Thank you. do you generally date the brothas?
ham,"""By the way"
ham,"""I thought i'd get him a watch"
spam,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
ham,"""And that's fine"
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
ham,So that takes away some money worries
ham,"""aight we can pick some up"
spam,"""Latest News! Police station toilet stolen"
ham,Sac needs to carry on:)
ham,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.
ham,What???? Hello wats talks email address?
ham,Except theres a chick with huge boobs.
ham,Im just wondering what your doing right now?
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
spam,"""\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\"""""""""""
ham,Arun can u transfr me d amt
ham,"""Sorry"
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
ham,Ok i thk i got it. Then u wan me 2 come now or wat?
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
ham,U GOIN OUT 2NITE?
ham,I will treasure every moment we spend together...
ham,Shall I bring us a bottle of wine to keep us amused? Only joking! I‰Û÷ll bring one anyway
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
spam,"""URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM"
ham,Ok lor.
ham,I thought slide is enough.
ham,Yup
ham,Well obviously not because all the people in my cool college life went home ;_;
ham,Ok lor Ì_ reaching then message me.
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
ham,Dhoni have luck to win some big title.so we will win:)
ham,Yes princess! I want to please you every night. Your wish is my command...
ham,What Today-sunday..sunday is holiday..so no work..
ham,No probably  &lt;#&gt; %.
ham,Really do hope the work doesnt get stressful. Have a gr8 day.
ham,Have you seen who's back at Holby?!
ham,Shall call now dear having food
spam,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
ham,""""
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
ham,Ofcourse I also upload some songs
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
ham,K. I will sent it again
ham,Oh thanks a lot..i already bought 2 eggs ..
ham,K. I will sent it again
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.
spam,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
ham,I think if he rule tamilnadu..then its very tough for our people.
ham,"""Cool"
ham,"""Good afternoon"
ham,Yes... I trust u to buy new stuff ASAP so I can try it out
spam,"""SMS SERVICES. for your inclusive text credits"
ham,Why did I wake up on my own &gt;:(
ham,Now get step 2 outta the way. Congrats again.
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
ham,Apo all other are mokka players only
ham,"""Perhaps * is much easy give your account identification"
ham,Wait . I will msg after  &lt;#&gt;  min.
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
ham,I want to be inside you every night...
ham,"""Machan you go to gym tomorrow"
ham,Lol they were mad at first but then they woke up and gave in.
ham,I went to project centre
ham,"""It‰Û÷s reassuring"
ham,"""Just making dinner"
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
ham,Oh... Okie lor...We go on sat... 
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
ham,"""Ya"
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
ham,"""By the way"
ham,Can you pls send me that company name. In saibaba colany
ham,No. I dont want to hear anything
ham,You are a big chic. Common. Declare
ham,Thats cool. I want to please you...
ham,Going to join tomorrow.
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
ham,"""Total disappointment"
ham,Its just the effect of irritation. Just ignore it
ham,What about this one then.
ham,I think that tantrum's finished so yeah I'll be by at some point
ham,Compliments to you. Was away from the system. How your side.
ham,happened here while you were adventuring
ham,"""Hey chief"
ham,Ok which your another number
ham,"""I know you are thinkin malaria. But relax"
ham,Aiyah ok wat as long as got improve can already wat...
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
ham,Just sleeping..and surfing
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800
ham,Yeah it's jus rite...
ham,Armand says get your ass over to epsilon
ham,U still havent got urself a jacket ah?
ham,"""I'm taking derek &amp; taylor to walmart"
ham,Hi its in durban are you still on this number
ham,Ic. There are a lotta childporn cars then.
spam,"""Had your contract mobile 11 Mnths? Latest Motorola"
ham,"""No"
ham,"""You know"
ham,"""Cool"
ham,Wen did you get so spiritual and deep. That's great
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
ham,Hahaha..use your brain dear
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
ham,Yes i have. So that's why u texted. Pshew...missing you so much
ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
ham,"""Sorry"
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
ham,Anything lor. Juz both of us lor.
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
ham,Ard 6 like dat lor.
ham,Why don't you wait 'til at least wednesday to see if you get your .
ham,Huh y lei...
spam,"""REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name"
spam,"""This is the 2nd time we have tried 2 contact u. U have won the å£750 Pound prize. 2 claim is easy"
ham,Will Ì_ b going to esplanade fr home?
ham,"""Pity"
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
ham,Rofl. Its true to its name
